,CASE_NO,DECISION_DATE,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS1,AGENT_ATTORNEY_ADDRESS2,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,AGENT_ATTORNEY_POSTAL_CODE,JOB_TITLE,NBR_WORKERS_CERTIFIED,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,ALIEN_WORK_CITY,ALIEN_WORK_STATE,ORGANIZATION_FLAG
4996,C-09062-18417,2009-03-30 10:53:17,2009-03-02 00:00:00,Certified - Full,2009-04-26 00:00:00,2009-12-01 00:00:00,2009-04-26 00:00:00,2009-12-01 00:00:00,JAMES  H. HOUSDEN,334 CHRISTIAN LANE,,HAZEL,KY,42049,AGRICULTURE WORKFORCE MANAGEMENT ASSOCIATION C/O D,620 SOUTH BROADWAY,,LEXINGTON,KY,40508,"FARMWORKERS AND LABORERS, CROP",8.0,7.25,HR,HAZEL,KY,J
4997,C-09062-18417,2009-03-30 10:53:17,2009-03-02 00:00:00,Certified - Full,2009-04-26 00:00:00,2009-12-01 00:00:00,2009-04-26 00:00:00,2009-12-01 00:00:00,JAY HOUSDEN,334 CHRISTIAN LANE,,HAZEL,KY,42049,AGRICULTURE WORKFORCE MANAGEMENT ASSOCIATION C/O D,620 SOUTH BROADWAY,,LEXINGTON,KY,40508,"FARMWORKERS AND LABORERS, CROP",,7.25,HR,HAZEL,KY,
4998,C-09027-17454,2009-03-30 11:55:51,2009-01-27 00:00:00,Denied,2009-03-09 00:00:00,2010-04-09 00:00:00,,,J & S LOGGING INC.,3039 MAIN ST.,P.O. BOX 565,RANGELEY,ME,04970,,,,,,,FALLERS,,14.0,HR,RANGELEY,ME,S
4999,C-09061-18400,2009-03-30 12:23:38,2009-03-02 00:00:00,Certified - Full,2009-04-16 00:00:00,2009-11-06 00:00:00,2009-04-16 00:00:00,2009-11-06 00:00:00,LAMONT FRUIT FARM INC.,12703 STILLWATER RD.,,WATERPORT,NY,14571,SARAH E. FARREL,234 CAMERON AVENUE,PO BOX 630,VASS,NC,28394,FARMWORKER; FRUIT,8.0,8.76,HR,WATERPORT,NY,S
5000,C-09064-18520,2009-03-30 12:25:58,2009-03-05 00:00:00,Certified - Full,2009-04-25 00:00:00,2009-12-24 00:00:00,2009-04-25 00:00:00,2009-12-24 00:00:00,SHANNON BOYD,1680 HOPKINS CEMETARY RD.,,WINGO,KY,42088,"KY. FARMERS AID, INC/MELISSA A. GREEN",3612 WEST FORK RD,,MURRAY,KY,42071,"FARMWORKER, LABORER",8.0,7.25,HR,WINGO,KY,S
5001,C-09063-18469,2009-03-30 14:19:15,2009-03-04 00:00:00,Certified - Full,2009-04-18 00:00:00,2009-12-31 00:00:00,2009-04-18 00:00:00,2009-12-31 00:00:00,VOLK RANCH LLLP,15488 COUNTY ROAD 77,,SOMERSET,CO,81434,,,,,,,FARM WORKER/FARM & RANCH ANIMALS,2.0,1200.0,MTH,SOMERSET,CO,S
5002,C-09042-17830,2009-03-30 14:22:52,2009-02-11 00:00:00,Certified - Full,2009-04-15 00:00:00,2009-12-31 00:00:00,2009-04-15 00:00:00,2009-12-31 00:00:00,KUNTZ HARVESTING,210 HAMILTON RD.,,YORKTON,SK,S3NX2,,,,,,,"FARMWORKER, GRAIN 1",4.0,9.9,HR,DAVIDSON,OK,S
5003,C-09058-18375,2009-03-30 14:42:01,2009-02-27 00:00:00,Certified - Full,2009-04-25 00:00:00,2010-01-10 00:00:00,2009-04-25 00:00:00,2010-01-10 00:00:00,RANDY JORDON,5801 ALLGRE RD.,,ELKTON,KY,42220,MELISSA A. GREEN,3612 WEST FORK RD.,,MURRAY,KY,42071,FARM LABORER,12.0,7.25,HR,ELKTON,KY,S
5004,C-09065-18531,2009-03-30 14:46:58,2009-03-06 00:00:00,Certified - Full,2009-04-25 00:00:00,2009-11-30 00:00:00,2009-04-25 00:00:00,2009-11-30 00:00:00,WINDING BROOK TURF FARM,240 GRISWOLD ROAD,,WETHERSFIELD,CT,06109,JOSEPH ERIC YOUNG,7 MAIN ST.,,GOFFSTOWN,NH,03045,FARMWORKER MECHANIC,1.0,12.0,HR,WETHERSFIELD,CT,S
5005,C-09063-18471,2009-03-30 15:06:40,2009-03-04 00:00:00,Withdrawn,2009-05-01 00:00:00,2009-11-01 00:00:00,,,MID STATES HAY INC.,PO BOX 1090,,LAKIN,KS,67860,GAROLD ELDON DUNGY,8168 NW 272ND STREET,P.O. BOX 336,GOWER,MO,64454,AGRICULTURAL EQUIPMENT OPERATOR,,9.09,HR,LAKIN,KS,S
5006,C-09061-18410,2009-03-30 15:31:31,2009-03-02 00:00:00,Withdrawn,2009-04-10 00:00:00,2009-12-15 00:00:00,,,PORTER CUSTOM HAULING,16213 174TH RD,,MAYETTA,KS,66509,BLANCHE VAN TONDER,USA RECRUITING,11 LEGION DR,FAIRVIEW,OK,73737,CUSTOM HAULING,,900.0,BI,MAYETTA,KS,S
5007,C-09064-18482,2009-03-30 16:16:29,2009-03-05 00:00:00,Certified - Full,2009-04-29 00:00:00,2009-11-29 00:00:00,2009-04-29 00:00:00,2009-11-29 00:00:00,RICHARD RETTELE TRAINING STABLE DBA RETTELE TRAINI,10161-6 MILE RD,,NORTHVILLE,MI,48168,,,,,,,"FARMWORKERS, FARM & RANCH ANIMALS",4.0,10.5,HR,NORTHVILLE,MI,S
5008,C-09076-18794,2009-03-30 17:04:28,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2010-03-01 00:00:00,2009-05-01 00:00:00,2010-03-01 00:00:00,LARRY BOOK FARMS,107 E. ELM,,OXFORD,KS,67119,AGRI PLACEMENTS INTERNATIONAL,ELAINE FAYE FLAMING,102 E. BROADWAY,FAIRVIEW,OK,73737,FARM LABORER,1.0,9.9,HR,OXFORD,KS,S
5009,C-09021-17354,2009-03-30 17:11:40,2009-02-06 00:00:00,Certified - Full,2009-04-15 00:00:00,2009-09-20 00:00:00,2009-04-15 00:00:00,2009-09-20 00:00:00,WATSON ORCHARDS,3701 F ROAD,,PALISADE,CO,81526,,,,,,,"FARMWORKERS AND LABORERS, CROP",4.0,9.5,HR,PALISADE,CO,S
5010,C-09065-18524,2009-03-30 17:12:44,2009-03-06 00:00:00,Certified - Full,2009-04-20 00:00:00,2009-11-30 00:00:00,2009-04-20 00:00:00,2009-11-30 00:00:00,TAYLOR FARM / WINDING BROOK TURF FARM,1554 ALFRED ROAD,,LYMAN,ME,04002,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,"FARM WORKER, MECHANIC",1.0,10.05,HR,LYMAN,ME,S
5011,C-09063-18454,2009-03-31 08:31:10,2009-03-04 00:00:00,Certified - Full,2009-04-28 00:00:00,2010-02-28 00:00:00,2009-04-28 00:00:00,2010-02-28 00:00:00,THOMAS B. CAVE,1830 KINDNESS ROAD,,CAMPBELLSVILLE,KY,42718,AGRICULTURE WORKFORCE MANAGEMENT ASSOCIATION,"C/O DONNA GRAVES, SECRETARY",620 SOUTH BROADWAY,LEXINGTON,KY,40508,"FARMWORKERS AND LABORERS, CROP",7.0,7.4,HR,CAMPBELLSVILLE,KY,S
5012,C-09064-18492,2009-03-31 09:57:49,2009-03-05 00:00:00,Certified - Full,2009-04-20 00:00:00,2009-11-15 00:00:00,2009-04-20 00:00:00,2009-11-15 00:00:00,"OCHS HARVESTING, INC.","RR 2, BOX 25",,GRAINFIELD,KS,67737,HELEEN VAN TONDER / GOLDEN OPPORTUNITIES INT LLC,214 EAGLE DRIVE,,MCGREGOR,IA,52157,AGRICULTURAL EQUIPMENT OPERATOR,6.0,6.6,HR,GRAINFIELD,KS,S
5013,C-09072-18673,2009-03-31 10:20:08,2009-03-13 00:00:00,Certified - Full,2009-04-30 00:00:00,2010-01-20 00:00:00,2009-04-30 00:00:00,2010-01-20 00:00:00,LANGLEY FARMS,3248 TAYLORSVILLE ROAD,,SHELBYVILLE,KY,40065,"THE LABOR COMPANY, LLC - EVELYN AMANDA WRIGHT",208 MAY LANE,LOWER LEVEL,ROSELAND,VA,22967,"FARMWORKER, DIVERSIFIED",15.0,7.25,HR,SHELBYVILLE,KY,S
5014,C-09057-18336,2009-03-31 10:49:16,2009-02-26 00:00:00,Certified - Full,2009-04-15 00:00:00,2009-12-15 00:00:00,2009-04-15 00:00:00,2009-12-15 00:00:00,"SPEIGHT SEED FARMS, INC.",3719 SPEIGHT SEED FARM RD,,WINTERVILLE,NC,28590,"ELIZABETH D. WHITLEY-MAS LABOR H2A, LLC",650 FRONT STREET,P.O. BOX 507,LOVINGSTON,VA,22949,"FARMWORKERS AND LABORERS, CROP",26.0,7.5,HR,WINTERVILLE,NC,S
5015,C-09057-18315,2009-03-31 10:56:43,2009-02-26 00:00:00,Certified - Full,2009-04-25 00:00:00,2010-01-15 00:00:00,2009-04-25 00:00:00,2010-01-15 00:00:00,"BRYANT WARREN, JR.",6401 STATE LINE ROAD,,SPRINGFIELD,TN,37122,RAY WILCOXSON,424 NEW STREET,,HORSE CAVE,KY,42749-1804,"FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH",10.0,7.4,HR,SPRINGFIELD,TN,S
5016,C-09058-18351,2009-03-31 11:00:37,2009-02-27 00:00:00,Certified - Full,2009-04-15 00:00:00,2010-01-01 00:00:00,2009-04-15 00:00:00,2010-01-01 00:00:00,GERRY ALBRIGHT FARMS,2480 PATTERSON ROAD,,WOODLAWN,TN,37191,"KENTUCKY TENNESSEE LABOR CORP., INC.","169 REYNOLDS RD.,",SUITE 205-F,LEXINGTON,KY,40517,"FARMWORKER AND LABORERS, CROP",10.0,7.25,HR,WOODLAWN,TN,S
5017,C-09070-18616,2009-03-31 11:01:41,2009-03-11 00:00:00,Certified - Full,2009-04-27 00:00:00,2010-03-26 00:00:00,2009-04-27 00:00:00,2010-03-26 00:00:00,"TENDER LAWN CARE, INC. DBA TENDER LAWN CARE LANDSC",12501 COUNTY ROAD 404,,SPICEWOOD,TX,78669,VINH CHI TRIEU,"100 CONGRESS AVE., STE. 1500",,AUSTIN,TX,78701,NURSERY WORKERS,10.0,8.0,HR,SPICEWOOD,TX,S
5018,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,NESTROVICH FRUIT FARM,PO BX. 324,561 MAIN ST.,GRANVILLE,MA,01034,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,26.0,8.17,HR,GRANVILLE,MA,M
5019,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,S. ARNOLD & CO.,379 GRANVILLE RD.,,SOUTHWICK,MA,01077,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,4.0,8.17,HR,SOUTHWICK,MA,
5020,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,S.W.A. TOBACCO,123 NORTH LONG YARD RD.,,SOUTHWICK,MA,01077,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,4.0,8.17,HR,SOUTHWICK,MA,
5021,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,PLAINVILLE FARM,135 MT WARNER  RD,,HADLEY,MA,01035,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,3.0,8.17,HR,HADLEY,MA,
5022,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,RUSSELL ORCHARDS,143 ARGILLA RD.,,IPSWICH,MA,01938,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,2.0,8.17,HR,IPSWICH,MA,
5023,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,SUNNY CREST ORCHARD,24 HAWKINS LANE,,STERLING,MA,01564,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,2.0,8.17,HR,STERLING,MA,
5024,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,VOLANTE FARMS INC.,226 BROOKSIDE RD.,,NEEDHAM,MA,02192,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,2.0,8.17,HR,NEEDHAM,MA,
5025,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,PHILBIN ORCHARDS INC.,PO. BOX 221,,STERLING,MA,01564,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,2.0,8.17,HR,STERLING,MA,
5026,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,STILLMAN VEGETABLES,1205 BARRE RD,,NEW BRAINTRE,MA,01531,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,2.0,8.17,HR,NEW BRAINTRE,MA,
5027,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,SPRINGDELL FARM,571 GREAT ROAD,,LITTLETON,MA,01460,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,1.0,8.17,HR,LITTLETON,MA,
5028,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,STONEFIELD FARM,91 MARTIN ST.,,ACTON,MA,01720,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,1.0,8.17,HR,ACTON,MA,
5029,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,OUTPOST FARM,300 PRENTICE ST.,,HOLLISTON,MA,01764,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,1.0,8.17,HR,HOLLISTON,MA,
5030,C-09076-18762,2009-03-31 11:27:15,2009-03-17 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-19 00:00:00,2009-05-01 00:00:00,2009-12-19 00:00:00,ROTA SPRING FARM,117 CHACE HILL RD.,,STERLING,MA,01564,JOSEPH ERIC YOUNG,NEW ENGLAND APPLE COUNCIL INC.,7 MAIN ST.,GOFFSTOWN,NH,03045,FARMWORKER AND LABORER,1.0,8.17,HR,STERLING,MA,
5031,C-09065-18546,2009-03-31 12:41:33,2009-03-06 00:00:00,Certified - Full,2009-04-23 00:00:00,2009-12-10 00:00:00,2009-04-23 00:00:00,2009-12-10 00:00:00,N P PRODUCERS ASSOCIATION D/B/A LARRY CRUTCHER,3661 SHOEMAKER RD,,HAZEL,KY,42049,"MELISSA A. GREEN / KY. FARMERS AID, INC.",3612 WEST FORK RD.,,MURRAY,KY,42071,FARM WORKER LABORER,15.0,7.25,HR,HAZEL,KY,J
5032,C-09065-18546,2009-03-31 12:41:33,2009-03-06 00:00:00,Certified - Full,2009-04-23 00:00:00,2009-12-10 00:00:00,2009-04-23 00:00:00,2009-12-10 00:00:00,DANNY KINGINS,1274 CALVIN WILSON RD.,,HAZEL,KY,42049,"MELISSA A. GREEN / KY. FARMERS AID, INC.",3612 WEST FORK RD.,,MURRAY,KY,42071,FARM WORKER LABORER,0.0,7.25,HR,HAZEL,KY,
5033,C-09065-18546,2009-03-31 12:41:33,2009-03-06 00:00:00,Certified - Full,2009-04-23 00:00:00,2009-12-10 00:00:00,2009-04-23 00:00:00,2009-12-10 00:00:00,DEBBIE COLSON,779 BULLFRONG LN.,,HAZEL,KY,42049,"MELISSA A. GREEN / KY. FARMERS AID, INC.",3612 WEST FORK RD.,,MURRAY,KY,42071,FARM WORKER LABORER,0.0,7.25,HR,HAZEL,KY,
5034,C-09065-18546,2009-03-31 12:41:33,2009-03-06 00:00:00,Certified - Full,2009-04-23 00:00:00,2009-12-10 00:00:00,2009-04-23 00:00:00,2009-12-10 00:00:00,TERRY HOUSDEN,405 HOUSDEN LN.,,HAZEL,KY,42049,"MELISSA A. GREEN / KY. FARMERS AID, INC.",3612 WEST FORK RD.,,MURRAY,KY,42071,FARM WORKER LABORER,0.0,7.25,HR,HAZEL,KY,
5035,C-09075-18748,2009-03-31 13:41:04,2009-03-16 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-11-01 00:00:00,2009-05-01 00:00:00,2009-11-01 00:00:00,JOHN ARKOOSH (TUNUPA CATTLE),2368 E 1775 S,,GOODING,ID,83330,SNAKE RIVER FARMER'S ASSOCIATION INC./MICHAELENE R,PO BOX 807,406 W. 400 SOUTH,HEYBURN,ID,83336,FARMWORKER /  IRRIGATOR,19.0,7.25,HR,GOODING,ID,M
5036,C-09075-18748,2009-03-31 13:41:04,2009-03-16 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-11-01 00:00:00,2009-05-01 00:00:00,2009-11-01 00:00:00,SETH CANNON (CANNON FARMS LLC),1470 N 750 E,,SHELLEY,ID,83274,SNAKE RIVER FARMER'S ASSOCIATION INC./MICHAELENE R,PO BOX 807,406 W. 400 SOUTH,HEYBURN,ID,83336,FARMWORKER /  IRRIGATOR,5.0,7.25,HR,SHELLEY,ID,
5037,C-09075-18748,2009-03-31 13:41:04,2009-03-16 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-11-01 00:00:00,2009-05-01 00:00:00,2009-11-01 00:00:00,STEPHEN WORTHEN (STEVE WORTHEN FARMS),2498 NORTH 2375 EAST,,HAMER,ID,83425,SNAKE RIVER FARMER'S ASSOCIATION INC./MICHAELENE R,PO BOX 807,406 W. 400 SOUTH,HEYBURN,ID,83336,FARMWORKER /  IRRIGATOR,3.0,7.25,HR,HAMER,ID,
5038,C-09075-18748,2009-03-31 13:41:04,2009-03-16 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-11-01 00:00:00,2009-05-01 00:00:00,2009-11-01 00:00:00,KEVIN GERGEN (K G LAND & LIVESTOCK),2884 STATE HWY 25,,HAZELTON,ID,83335,SNAKE RIVER FARMER'S ASSOCIATION INC./MICHAELENE R,PO BOX 807,406 W. 400 SOUTH,HEYBURN,ID,83336,FARMWORKER /  IRRIGATOR,2.0,7.25,HR,HAZELTON,ID,
5039,C-09075-18748,2009-03-31 13:41:04,2009-03-16 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-11-01 00:00:00,2009-05-01 00:00:00,2009-11-01 00:00:00,BRENT & BLAINE HILLMAN,945 E 800 N,,SHELLEY,ID,83274,SNAKE RIVER FARMER'S ASSOCIATION INC./MICHAELENE R,PO BOX 807,406 W. 400 SOUTH,HEYBURN,ID,83336,FARMWORKER /  IRRIGATOR,2.0,7.25,HR,SHELLEY,ID,
5040,C-09075-18748,2009-03-31 13:41:04,2009-03-16 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-11-01 00:00:00,2009-05-01 00:00:00,2009-11-01 00:00:00,GLEN M SYLVESTER ( RED ROCK RIVER LAND & CATTLE),641 GLEED LN,,LIMA,MT,59739,SNAKE RIVER FARMER'S ASSOCIATION INC./MICHAELENE R,PO BOX 807,406 W. 400 SOUTH,HEYBURN,ID,83336,FARMWORKER /  IRRIGATOR,2.0,7.25,HR,LIMA,MT,
5041,C-09075-18748,2009-03-31 13:41:04,2009-03-16 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-11-01 00:00:00,2009-05-01 00:00:00,2009-11-01 00:00:00,DALE EVANS (DALE EVANS DAIRY),14588 S. OLD HWY 91,,ARIMO,ID,83214,SNAKE RIVER FARMER'S ASSOCIATION INC./MICHAELENE R,PO BOX 807,406 W. 400 SOUTH,HEYBURN,ID,83336,FARMWORKER /  IRRIGATOR,1.0,7.25,HR,ARIMO,ID,
5042,C-09075-18748,2009-03-31 13:41:04,2009-03-16 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-11-01 00:00:00,2009-05-01 00:00:00,2009-11-01 00:00:00,STANLEY LEHMANN (BLUE BUTTE GRAZING ASSOCIATION),1743 E 3000 S,,WENDELL,ID,83355,SNAKE RIVER FARMER'S ASSOCIATION INC./MICHAELENE R,PO BOX 807,406 W. 400 SOUTH,HEYBURN,ID,83336,FARMWORKER /  IRRIGATOR,1.0,7.25,HR,WENDELL,ID,
5043,C-09075-18748,2009-03-31 13:41:04,2009-03-16 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-11-01 00:00:00,2009-05-01 00:00:00,2009-11-01 00:00:00,A.C. ELLISON (ELLISON CATTLE COMPANY),4171 ESH,,STEVENSVILLE,MT,59870,SNAKE RIVER FARMER'S ASSOCIATION INC./MICHAELENE R,PO BOX 807,406 W. 400 SOUTH,HEYBURN,ID,83336,FARMWORKER /  IRRIGATOR,1.0,7.25,HR,STEVENSVILLE,MT,
5044,C-09075-18748,2009-03-31 13:41:04,2009-03-16 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-11-01 00:00:00,2009-05-01 00:00:00,2009-11-01 00:00:00,LARRY W JONES (L W RANCHES),PO BOX 532,,TWIN BRIDGES,MT,59754,SNAKE RIVER FARMER'S ASSOCIATION INC./MICHAELENE R,PO BOX 807,406 W. 400 SOUTH,HEYBURN,ID,83336,FARMWORKER /  IRRIGATOR,1.0,7.25,HR,TWIN BRIDGES,MT,
5045,C-09042-17862,2009-03-31 13:41:10,2009-02-11 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-31 00:00:00,2009-05-01 00:00:00,2009-12-31 00:00:00,THACKER HARVESTING LTD.,#3 HWY BOX 90,,BURDETT,AB,T0K0J,,,,,,,AGRICULTURAL EQUIPMENT OPERATORS,9.0,9.02,HR,ENID,OK,S
5046,C-09042-17863,2009-03-31 13:43:53,2009-02-11 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-31 00:00:00,2009-05-01 00:00:00,2009-12-31 00:00:00,THACKER HARVESTING LTD,#3 HWY BOX 90,,BURDETT,AB,T0K0J,,,,,,,AGRICULTURAL EQUIPMENT OPERATORS,14.0,9.02,HR,ENID,OK,S
5047,C-09057-18293,2009-03-31 13:47:03,2009-02-26 00:00:00,Certified - Full,2009-04-25 00:00:00,2009-10-15 00:00:00,2009-04-25 00:00:00,2009-10-15 00:00:00,MILBERGER FARMS LLC,1625 COURTNER ROAD,,PUEBLO,CO,81006,DAVID NORMAN DONALDSON,572 STRAWBERRY ROAD,,BALD KNOB,AR,72010,"FARMWORKERS AND LABORERS, CROP",10.0,7.5,HR,PUEBLO,CO,S
5048,C-09057-18288,2009-03-31 14:08:42,2009-02-26 00:00:00,Certified - Full,2009-04-12 00:00:00,2009-12-31 00:00:00,2009-04-12 00:00:00,2009-12-31 00:00:00,D&A FARMS,2640 102 AVE SE,,SANBORN,ND,58480,P.L.U.T.O.  - MANUEL FICK,248 HOLSTON VILLAGE ROAD,,WAYNESVILLE,NC,28786,AGRICULTURAL EQUIPMENT OPERATOR,2.0,12.76,HR,SANBORN,ND,S
5049,C-09075-18743,2009-03-31 14:09:23,2009-03-16 00:00:00,Certified - Full,2009-04-30 00:00:00,2009-12-01 00:00:00,2009-04-30 00:00:00,2009-12-01 00:00:00,JAMES MURPHY,4476 CLARENCE MURPHY ROAD,,SPRINGFIELD,TN,37172,SARAH E FARRELL,234 CAMERON AVE,P.O. BOX 630,VASS,NC,28394,"FARMWORKERS AND LABORERS, CROP",12.0,7.25,HR,SPRINGFIELD,TN,S
5050,C-09014-17025,2009-03-31 14:13:21,2009-01-14 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-12-01 00:00:00,2009-05-01 00:00:00,2009-12-01 00:00:00,JEFF MARSH (MARSH FAMILY RANCH PARTNERSHIP),52 MARSH LANE,,SHERIDAN,MT,59749,SNAKE RIVER FARMERS' ASSOCIATION,406 WEST 400 SOUTH,,HEYBURN,ID,83336,"FARMWORKER, GENERAL I",2.0,8.74,HR,SHERIDAN,MT,S
5051,C-09057-18321,2009-03-31 15:00:32,2009-02-26 00:00:00,Certified - Full,2009-04-15 00:00:00,2009-11-30 00:00:00,2009-04-15 00:00:00,2009-11-30 00:00:00,SAVAGE FARMS INC.,128 LOWER ROAD,,DEERFIELD,MA,01342,YOUNG ERIC JOSEPH,NEW ENGLAND APPLE COUNCIL INC,7 MAIN ST.,GOFFSTOWN,NH,03045,AGRICULTURAL EQUIPMENT OPERATOR,3.0,7.83,HR,DEERFIELD,MA,S
5052,C-09057-18313,2009-03-31 15:10:33,2009-02-26 00:00:00,Certified - Full,2009-05-02 00:00:00,2010-03-01 00:00:00,2009-05-02 00:00:00,2010-03-01 00:00:00,JOHN MCCANDLESS,11470 HIGHWAY 330 WEST,,BERRY,KY,41003,RAY WILCOXSON,424 NEW STREET,,HORSE CAVE,KY,42749-1804,"FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH",8.0,8.25,HR,BERRY,KY,S
5053,C-09051-18148,2009-03-31 15:13:18,2009-02-20 00:00:00,Certified - Full,2009-05-01 00:00:00,2009-10-12 00:00:00,2009-05-01 00:00:00,2009-10-12 00:00:00,GRAND RIVER HONEY CO. INC,107 SECOND STREET N.E.,,HETTINGER,ND,58639,DAVID NORMAN DONALDSON,572 STRAWBERRY ROAD,,BALD KNOB,AR,72010,"FARMWORKERS, FARM & RANCH ANIMALS",5.0,8.26,HR,HETTINGER,ND,S
